id_fragmento,tabla,cuadro_origen,pagina_pdf,literal_actual,literal_pdf,clasificacion,tipo_elemento,causa,forma_fuente_confirmada,accion_futura,alcance_correccion,decision,confianza,evidencia_pdf,observaciones,apariciones_fuente,revision_origen
F041,causas_por_tipo_proceso,5.1.1.1,122;124;125;127;129;130,"TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL",TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,concatenacion_confirmada,proceso,inicio_fila_siguiente_adherido,TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,corregir_extraccion,correccion_acotada_por_fila_contexto,confirmado,alta,"PDF pp. 122;124;125;127;129;130, cuadro(s) 5.1.1.1: la fila fuente es «TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",6 apariciones fuente. Caso ya comprobado en 3.1c; consistencia reconfirmada.,6,paso_3_1c
F042,causas_por_tipo_proceso,6.3.2.1,625;626;627,VIOLENCIA HACIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 625;626;627, cuadro(s) 6.3.2.1: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",10 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,10,paso_3_2b
F043,ejecucion_por_tipo_proceso,5.1.1.5,165;167;168;170;171;172;173;174;175,CONCURSALES O,CONCURSALES,fragmento_confirmado,proceso,texto_vertical_adherido,CONCURSALES,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 165;167;168;170;171;172;173;174;175, cuadro(s) 5.1.1.5: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",9 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,9,paso_3_2b
F044,ejecucion_por_tipo_proceso,5.1.2.5;6.1.2.5,221;222;223;224;225;226;227;228;229;230;231;490;491;492;493;494;495;496;497,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,fragmento_confirmado,proceso,texto_vertical_adherido,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 221;222;223;224;225;226;227;228;229;230;231;490;491;492;493;494;495;496;497, cuadro(s) 5.1.2.5;6.1.2.5: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",19 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,19,paso_3_2b
F045,ejecucion_por_tipo_proceso,6.1.2.5,489;498,DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,fragmento_confirmado,proceso,texto_vertical_adherido,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 489;498, cuadro(s) 6.1.2.5: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",2 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,2,paso_3_2b
F046,ejecucion_por_tipo_proceso,6.1.1.5,447,DE EJE OS EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,fragmento_confirmado,proceso,texto_vertical_adherido,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 447, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",1 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,1,paso_3_2b
F047,ejecucion_por_tipo_proceso,6.1.1.5,445,DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,fragmento_confirmado,proceso,texto_vertical_adherido,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 445, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",1 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,1,paso_3_2b
F048,ejecucion_por_tipo_proceso,6.1.1.5,444,ION DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,fragmento_confirmado,proceso,texto_vertical_adherido,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 444, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",1 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,1,paso_3_2b
F049,ejecucion_por_tipo_proceso,6.1.1.5,439;440;441;442;443;444;445;446;447;448,LES CONCURSALES,CONCURSALES,fragmento_confirmado,proceso,texto_vertical_adherido,CONCURSALES,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 439;440;441;442;443;444;445;446;447;448, cuadro(s) 6.1.1.5: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",10 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,10,paso_3_2b
F050,ejecucion_por_tipo_proceso,5.1.1.5,166;169,O CONCURSALES,CONCURSALES,fragmento_confirmado,proceso,texto_vertical_adherido,CONCURSALES,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 166;169, cuadro(s) 5.1.1.5: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",2 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,2,paso_3_2b
F051,ejecucion_por_tipo_proceso,6.1.1.5,439;440;441;442;443;446,ON OS DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,fragmento_confirmado,proceso,texto_vertical_adherido,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 439;440;441;442;443;446, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",6 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,6,paso_3_2b
F052,otros_tramites_por_tipo_proceso,6.1.2.7,502;504,415 Y SGTES. MODIFICACIÓN DE GUARDA,MODIFICACIÓN DE GUARDA,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,MODIFICACIÓN DE GUARDA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 502;504, cuadro(s) 6.1.2.7: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",2 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,2,paso_3_2b
F053,otros_tramites_por_tipo_proceso,5.3.2.2;6.3.2.2,367;630,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE ANTICORRUPCIÒN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 367;630, cuadro(s) 5.3.2.2;6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",3 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,3,paso_3_2b
F054,otros_tramites_por_tipo_proceso,5.3.2.2;6.3.2.2,365;366;367;628;629;630,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE PENAL COMUN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 365;366;367;628;629;630, cuadro(s) 5.3.2.2;6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",19 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,19,paso_3_2b
F055,otros_tramites_por_tipo_proceso,5.3.2.2;6.3.2.2,365;366;367;628;629;630,ANTICORRUPCIÒN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 365;366;367;628;629;630, cuadro(s) 5.3.2.2;6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",18 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,18,paso_3_2b
F056,otros_tramites_por_tipo_proceso,6.1.2.7,502;503;504,CESACIÓN DE LA ASISTENCIA FAMILIAR DEMANDAS NUEVAS DENTRO DE UN PROCESO ART.,CESACIÓN DE LA ASISTENCIA FAMILIAR,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,CESACIÓN DE LA ASISTENCIA FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 502;503;504, cuadro(s) 6.1.2.7: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",8 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,8,paso_3_2b
F057,otros_tramites_por_tipo_proceso,5.1.2.6;6.1.2.6,232;233;234;499,CESACIÓN DE LA ASISTENCIA FAMILIAR DENTRO DE UN,CESACIÓN DE LA ASISTENCIA FAMILIAR,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,CESACIÓN DE LA ASISTENCIA FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 232;233;234;499, cuadro(s) 5.1.2.6;6.1.2.6: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",12 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,12,paso_3_2b
F058,otros_tramites_por_tipo_proceso,6.3.2.2,628;629;630,CONTRA LA VIOLENCIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 628;629;630, cuadro(s) 6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",10 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,10,paso_3_2b
F059,otros_tramites_por_tipo_proceso,5.3.2.2,365;366;367,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 365;366;367, cuadro(s) 5.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",11 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,11,paso_3_2b
F060,otros_tramites_por_tipo_proceso,5.1.2.7,235;236;237;238,DEMANDAS NUEVAS DENTRO DE CESACIÓN DE LA ASISTENCIA FAMILIAR,CESACIÓN DE LA ASISTENCIA FAMILIAR,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,CESACIÓN DE LA ASISTENCIA FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 235;236;237;238, cuadro(s) 5.1.2.7: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",11 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,11,paso_3_2b
F061,otros_tramites_por_tipo_proceso,6.1.2.7,502;504,DEMANDAS NUEVAS DENTRO DE UN PROCESO ART. CESACIÓN DE LA ASISTENCIA FAMILIAR,CESACIÓN DE LA ASISTENCIA FAMILIAR,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,CESACIÓN DE LA ASISTENCIA FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 502;504, cuadro(s) 6.1.2.7: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",2 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,2,paso_3_2b
F062,otros_tramites_por_tipo_proceso,6.1.2.6,499;500;501,DEMANDAS NUEVAS DISMINUCIÓN DE ASISTENCIA DE FAMILIA,DISMINUCIÓN DE ASISTENCIA DE FAMILIA,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,DISMINUCIÓN DE ASISTENCIA DE FAMILIA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 499;500;501, cuadro(s) 6.1.2.6: la fila fuente es «DISMINUCIÓN DE ASISTENCIA DE FAMILIA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",10 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,10,paso_3_2b
F063,otros_tramites_por_tipo_proceso,6.1.2.6,499;500;501,DENTRO DE UN CESACIÓN DE LA ASISTENCIA FAMILIAR,CESACIÓN DE LA ASISTENCIA FAMILIAR,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,CESACIÓN DE LA ASISTENCIA FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 499;500;501, cuadro(s) 6.1.2.6: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",9 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,9,paso_3_2b
F064,otros_tramites_por_tipo_proceso,5.1.2.6,232;233;234,DISMINUCIÓN DE ASISTENCIA DE FAMILIA DEMANDAS NUEVAS,DISMINUCIÓN DE ASISTENCIA DE FAMILIA,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,DISMINUCIÓN DE ASISTENCIA DE FAMILIA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 232;233;234, cuadro(s) 5.1.2.6: la fila fuente es «DISMINUCIÓN DE ASISTENCIA DE FAMILIA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",11 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,11,paso_3_2b
F065,otros_tramites_por_tipo_proceso,6.1.2.7,502;503;504,MODIFICACIÓN DE GUARDA 415 Y SGTES.,MODIFICACIÓN DE GUARDA,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,MODIFICACIÓN DE GUARDA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 502;503;504, cuadro(s) 6.1.2.7: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",8 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,8,paso_3_2b
F066,otros_tramites_por_tipo_proceso,5.3.2.2,367,PENAL COMUN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 367, cuadro(s) 5.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",2 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,2,paso_3_2b
F067,otros_tramites_por_tipo_proceso,5.1.2.6;6.1.2.6,232;233;234;499;500;501,PROCESO ART. 415 Y MODIFICACIÓN DE GUARDA,MODIFICACIÓN DE GUARDA,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,MODIFICACIÓN DE GUARDA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 232;233;234;499;500;501, cuadro(s) 5.1.2.6;6.1.2.6: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",21 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,21,paso_3_2b
F068,otros_tramites_por_tipo_proceso,5.1.2.6;6.1.2.6,232;233;234;499;500;501,SGTES. MODIFICACIÓN DEL DERECHO A VISITAS,MODIFICACIÓN DEL DERECHO A VISITAS,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,MODIFICACIÓN DEL DERECHO A VISITAS,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 232;233;234;499;500;501, cuadro(s) 5.1.2.6;6.1.2.6: la fila fuente es «MODIFICACIÓN DEL DERECHO A VISITAS»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",21 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,21,paso_3_2b
F069,otros_tramites_por_tipo_proceso,5.1.2.7,235;236;237;238,UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA,MODIFICACIÓN DE GUARDA,concatenacion_confirmada,incidente,encabezado_de_incidente_adherido,MODIFICACIÓN DE GUARDA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 235;236;237;238, cuadro(s) 5.1.2.7: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",11 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es un incidente de familia y requiere exclusión de una futura dimensión genérica de proceso después de corregir la extracción.,11,paso_3_2b
F070,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,368;369;370;633,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE ANTICORRUPCIÒN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 368;369;370;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",9 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,9,paso_3_2b
F071,resueltas_por_tipo_proceso,5.3.2.3,368;369;370,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE CONTRA LA VIOLENCIA HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 368;369;370, cuadro(s) 5.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",8 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,8,paso_3_2b
F072,resueltas_por_tipo_proceso,6.3.2.3,631;632;633,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 631;632;633, cuadro(s) 6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",9 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,9,paso_3_2b
F073,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,368;369;370;631;632;633,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE PENAL COMUN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 368;369;370;631;632;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",13 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,13,paso_3_2b
F074,resueltas_por_tipo_proceso,6.3.2.3,631;632;633,ACCIÓN PENAL PÙBLICA CONTRA LA VIOLENCIA,ACCIÓN PENAL PÙBLICA,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 631;632;633, cuadro(s) 6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",9 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,9,paso_3_2b
F075,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,369;370;631;632;633,ANTICORRUPCIÒN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 369;370;631;632;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",12 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,12,paso_3_2b
F076,resueltas_por_tipo_proceso,5.1.1.2,136;137;140;141,CONCURSALES O,CONCURSALES,fragmento_confirmado,proceso,texto_vertical_adherido,CONCURSALES,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 136;137;140;141, cuadro(s) 5.1.1.2: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",4 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,4,paso_3_2b
F077,resueltas_por_tipo_proceso,5.1.2.2;6.1.2.2,188;459;463,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,fragmento_confirmado,proceso,texto_vertical_adherido,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 188;459;463, cuadro(s) 5.1.2.2;6.1.2.2: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",3 apariciones fuente. Caso pendiente comprobado directamente en 3.2b.,3,paso_3_2b
F078,resueltas_por_tipo_proceso,6.3.2.3,633,CONTRA LA VIOLENCIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,concatenacion_confirmada,accion_penal,encabezado_padre_adherido,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,corregir_extraccion,correccion_acotada_por_cuadro,confirmado,alta,"PDF pp. 633, cuadro(s) 6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.",1 apariciones fuente. Caso pendiente comprobado directamente en 3.2b. La fila es una acción penal y no debe tratarse como tipo de proceso genérico.,1,paso_3_2b
