regla_id,tabla,cuadro_origen,literal_actual,literal_fuente_correcto,causa,alcance_correccion,clave_contexto,decision,confianza,evidencia_pdf,observaciones
R040,causas_por_tipo_proceso,6.1.1.1,"TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE",TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,inicio_fila_siguiente_adherido,correccion_acotada_por_fila_contexto,"tabla=causas_por_tipo_proceso|cuadro=6.1.1.1|paginas=399;401;403;404|literal_actual=TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE",confirmado,alta,"PDF pp. 399;401;403;404, cuadro(s) 6.1.1.1: la fila fuente es «TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R041,causas_por_tipo_proceso,5.1.1.1,"TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL",TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,inicio_fila_siguiente_adherido,correccion_acotada_por_fila_contexto,"tabla=causas_por_tipo_proceso|cuadro=5.1.1.1|paginas=122;124;125;127;129;130|literal_actual=TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL",confirmado,alta,"PDF pp. 122;124;125;127;129;130, cuadro(s) 5.1.1.1: la fila fuente es «TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R042,causas_por_tipo_proceso,6.3.2.1,VIOLENCIA HACIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=causas_por_tipo_proceso|cuadro=6.3.2.1|paginas=625;626;627|literal_actual=VIOLENCIA HACIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 625;626;627, cuadro(s) 6.3.2.1: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R043,ejecucion_por_tipo_proceso,5.1.1.5,CONCURSALES O,CONCURSALES,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=5.1.1.5|paginas=165;167;168;170;171;172;173;174;175|literal_actual=CONCURSALES O,confirmado,alta,"PDF pp. 165;167;168;170;171;172;173;174;175, cuadro(s) 5.1.1.5: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R044,ejecucion_por_tipo_proceso,5.1.2.5;6.1.2.5,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=5.1.2.5;6.1.2.5|paginas=221;222;223;224;225;226;227;228;229;230;231;490;491;492;493;494;495;496;497|literal_actual=CONSTITUCIÓN DEL PATRIMONIO FAMILIAR DE,confirmado,alta,"PDF pp. 221;222;223;224;225;226;227;228;229;230;231;490;491;492;493;494;495;496;497, cuadro(s) 5.1.2.5;6.1.2.5: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R045,ejecucion_por_tipo_proceso,6.1.2.5,DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=6.1.2.5|paginas=489;498|literal_actual=DE CONSTITUCIÓN DEL PATRIMONIO FAMILIAR,confirmado,alta,"PDF pp. 489;498, cuadro(s) 6.1.2.5: la fila fuente es «CONSTITUCIÓN DEL PATRIMONIO FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R046,ejecucion_por_tipo_proceso,6.1.1.5,DE EJE OS EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=6.1.1.5|paginas=447|literal_actual=DE EJE OS EJECUCIÓN COACTIVA DE SUMAS DE DINERO,confirmado,alta,"PDF pp. 447, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R047,ejecucion_por_tipo_proceso,6.1.1.5,DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=6.1.1.5|paginas=445|literal_actual=DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,confirmado,alta,"PDF pp. 445, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R048,ejecucion_por_tipo_proceso,6.1.1.5,ION DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=6.1.1.5|paginas=444|literal_actual=ION DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,confirmado,alta,"PDF pp. 444, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R049,ejecucion_por_tipo_proceso,6.1.1.5,LES CONCURSALES,CONCURSALES,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=6.1.1.5|paginas=439;440;441;442;443;444;445;446;447;448|literal_actual=LES CONCURSALES,confirmado,alta,"PDF pp. 439;440;441;442;443;444;445;446;447;448, cuadro(s) 6.1.1.5: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R050,ejecucion_por_tipo_proceso,5.1.1.5,O CONCURSALES,CONCURSALES,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=5.1.1.5|paginas=166;169|literal_actual=O CONCURSALES,confirmado,alta,"PDF pp. 166;169, cuadro(s) 5.1.1.5: la fila fuente es «CONCURSALES»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R051,ejecucion_por_tipo_proceso,6.1.1.5,ON OS DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,texto_vertical_adherido,correccion_acotada_por_cuadro,tabla=ejecucion_por_tipo_proceso|cuadro=6.1.1.5|paginas=439;440;441;442;443;446|literal_actual=ON OS DE EJECUCIÓN COACTIVA DE SUMAS DE DINERO,confirmado,alta,"PDF pp. 439;440;441;442;443;446, cuadro(s) 6.1.1.5: la fila fuente es «EJECUCIÓN COACTIVA DE SUMAS DE DINERO»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Preservar cuadro, página, orden y literal fuente."
R052,otros_tramites_por_tipo_proceso,6.1.2.7,415 Y SGTES. MODIFICACIÓN DE GUARDA,MODIFICACIÓN DE GUARDA,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.1.2.7|paginas=502;504|literal_actual=415 Y SGTES. MODIFICACIÓN DE GUARDA,confirmado,alta,"PDF pp. 502;504, cuadro(s) 6.1.2.7: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R053,otros_tramites_por_tipo_proceso,5.3.2.2;6.3.2.2,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE ANTICORRUPCIÒN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.3.2.2;6.3.2.2|paginas=367;630|literal_actual=ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE ANTICORRUPCIÒN,confirmado,alta,"PDF pp. 367;630, cuadro(s) 5.3.2.2;6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R054,otros_tramites_por_tipo_proceso,5.3.2.2;6.3.2.2,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE PENAL COMUN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.3.2.2;6.3.2.2|paginas=365;366;367;628;629;630|literal_actual=ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE PENAL COMUN,confirmado,alta,"PDF pp. 365;366;367;628;629;630, cuadro(s) 5.3.2.2;6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R055,otros_tramites_por_tipo_proceso,5.3.2.2;6.3.2.2,ANTICORRUPCIÒN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.3.2.2;6.3.2.2|paginas=365;366;367;628;629;630|literal_actual=ANTICORRUPCIÒN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 365;366;367;628;629;630, cuadro(s) 5.3.2.2;6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R056,otros_tramites_por_tipo_proceso,6.1.2.7,CESACIÓN DE LA ASISTENCIA FAMILIAR DEMANDAS NUEVAS DENTRO DE UN PROCESO ART.,CESACIÓN DE LA ASISTENCIA FAMILIAR,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.1.2.7|paginas=502;503;504|literal_actual=CESACIÓN DE LA ASISTENCIA FAMILIAR DEMANDAS NUEVAS DENTRO DE UN PROCESO ART.,confirmado,alta,"PDF pp. 502;503;504, cuadro(s) 6.1.2.7: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R057,otros_tramites_por_tipo_proceso,5.1.2.6;6.1.2.6,CESACIÓN DE LA ASISTENCIA FAMILIAR DENTRO DE UN,CESACIÓN DE LA ASISTENCIA FAMILIAR,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.1.2.6;6.1.2.6|paginas=232;233;234;499|literal_actual=CESACIÓN DE LA ASISTENCIA FAMILIAR DENTRO DE UN,confirmado,alta,"PDF pp. 232;233;234;499, cuadro(s) 5.1.2.6;6.1.2.6: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R058,otros_tramites_por_tipo_proceso,6.3.2.2,CONTRA LA VIOLENCIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.3.2.2|paginas=628;629;630|literal_actual=CONTRA LA VIOLENCIA ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,confirmado,alta,"PDF pp. 628;629;630, cuadro(s) 6.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R059,otros_tramites_por_tipo_proceso,5.3.2.2,CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.3.2.2|paginas=365;366;367|literal_actual=CONTRA LA VIOLENCIA HACIA LAS ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 365;366;367, cuadro(s) 5.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R060,otros_tramites_por_tipo_proceso,5.1.2.7,DEMANDAS NUEVAS DENTRO DE CESACIÓN DE LA ASISTENCIA FAMILIAR,CESACIÓN DE LA ASISTENCIA FAMILIAR,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.1.2.7|paginas=235;236;237;238|literal_actual=DEMANDAS NUEVAS DENTRO DE CESACIÓN DE LA ASISTENCIA FAMILIAR,confirmado,alta,"PDF pp. 235;236;237;238, cuadro(s) 5.1.2.7: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R061,otros_tramites_por_tipo_proceso,6.1.2.7,DEMANDAS NUEVAS DENTRO DE UN PROCESO ART. CESACIÓN DE LA ASISTENCIA FAMILIAR,CESACIÓN DE LA ASISTENCIA FAMILIAR,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.1.2.7|paginas=502;504|literal_actual=DEMANDAS NUEVAS DENTRO DE UN PROCESO ART. CESACIÓN DE LA ASISTENCIA FAMILIAR,confirmado,alta,"PDF pp. 502;504, cuadro(s) 6.1.2.7: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R062,otros_tramites_por_tipo_proceso,6.1.2.6,DEMANDAS NUEVAS DISMINUCIÓN DE ASISTENCIA DE FAMILIA,DISMINUCIÓN DE ASISTENCIA DE FAMILIA,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.1.2.6|paginas=499;500;501|literal_actual=DEMANDAS NUEVAS DISMINUCIÓN DE ASISTENCIA DE FAMILIA,confirmado,alta,"PDF pp. 499;500;501, cuadro(s) 6.1.2.6: la fila fuente es «DISMINUCIÓN DE ASISTENCIA DE FAMILIA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R063,otros_tramites_por_tipo_proceso,6.1.2.6,DENTRO DE UN CESACIÓN DE LA ASISTENCIA FAMILIAR,CESACIÓN DE LA ASISTENCIA FAMILIAR,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.1.2.6|paginas=499;500;501|literal_actual=DENTRO DE UN CESACIÓN DE LA ASISTENCIA FAMILIAR,confirmado,alta,"PDF pp. 499;500;501, cuadro(s) 6.1.2.6: la fila fuente es «CESACIÓN DE LA ASISTENCIA FAMILIAR»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R064,otros_tramites_por_tipo_proceso,5.1.2.6,DISMINUCIÓN DE ASISTENCIA DE FAMILIA DEMANDAS NUEVAS,DISMINUCIÓN DE ASISTENCIA DE FAMILIA,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.1.2.6|paginas=232;233;234|literal_actual=DISMINUCIÓN DE ASISTENCIA DE FAMILIA DEMANDAS NUEVAS,confirmado,alta,"PDF pp. 232;233;234, cuadro(s) 5.1.2.6: la fila fuente es «DISMINUCIÓN DE ASISTENCIA DE FAMILIA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R065,otros_tramites_por_tipo_proceso,6.1.2.7,MODIFICACIÓN DE GUARDA 415 Y SGTES.,MODIFICACIÓN DE GUARDA,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=6.1.2.7|paginas=502;503;504|literal_actual=MODIFICACIÓN DE GUARDA 415 Y SGTES.,confirmado,alta,"PDF pp. 502;503;504, cuadro(s) 6.1.2.7: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R066,otros_tramites_por_tipo_proceso,5.3.2.2,PENAL COMUN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.3.2.2|paginas=367|literal_actual=PENAL COMUN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 367, cuadro(s) 5.3.2.2: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R067,otros_tramites_por_tipo_proceso,5.1.2.6;6.1.2.6,PROCESO ART. 415 Y MODIFICACIÓN DE GUARDA,MODIFICACIÓN DE GUARDA,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.1.2.6;6.1.2.6|paginas=232;233;234;499;500;501|literal_actual=PROCESO ART. 415 Y MODIFICACIÓN DE GUARDA,confirmado,alta,"PDF pp. 232;233;234;499;500;501, cuadro(s) 5.1.2.6;6.1.2.6: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R068,otros_tramites_por_tipo_proceso,5.1.2.6;6.1.2.6,SGTES. MODIFICACIÓN DEL DERECHO A VISITAS,MODIFICACIÓN DEL DERECHO A VISITAS,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.1.2.6;6.1.2.6|paginas=232;233;234;499;500;501|literal_actual=SGTES. MODIFICACIÓN DEL DERECHO A VISITAS,confirmado,alta,"PDF pp. 232;233;234;499;500;501, cuadro(s) 5.1.2.6;6.1.2.6: la fila fuente es «MODIFICACIÓN DEL DERECHO A VISITAS»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R069,otros_tramites_por_tipo_proceso,5.1.2.7,UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA,MODIFICACIÓN DE GUARDA,encabezado_de_incidente_adherido,correccion_acotada_por_cuadro,tabla=otros_tramites_por_tipo_proceso|cuadro=5.1.2.7|paginas=235;236;237;238|literal_actual=UN PROCESO ART. 415 Y SGTES. MODIFICACIÓN DE GUARDA,confirmado,alta,"PDF pp. 235;236;237;238, cuadro(s) 5.1.2.7: la fila fuente es «MODIFICACIÓN DE GUARDA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, excluir de una futura dim_tipo_proceso genérica."
R070,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE ANTICORRUPCIÒN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.3.2.3;6.3.2.3|paginas=368;369;370;633|literal_actual=ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE ANTICORRUPCIÒN,confirmado,alta,"PDF pp. 368;369;370;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R071,resueltas_por_tipo_proceso,5.3.2.3,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE CONTRA LA VIOLENCIA HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.3.2.3|paginas=368;369;370|literal_actual=ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE CONTRA LA VIOLENCIA HACIA LAS MUJERES,confirmado,alta,"PDF pp. 368;369;370, cuadro(s) 5.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R072,resueltas_por_tipo_proceso,6.3.2.3,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=6.3.2.3|paginas=631;632;633|literal_actual=ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE HACIA LAS MUJERES,confirmado,alta,"PDF pp. 631;632;633, cuadro(s) 6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R073,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE PENAL COMUN,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.3.2.3;6.3.2.3|paginas=368;369;370;631;632;633|literal_actual=ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE PENAL COMUN,confirmado,alta,"PDF pp. 368;369;370;631;632;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R074,resueltas_por_tipo_proceso,6.3.2.3,ACCIÓN PENAL PÙBLICA CONTRA LA VIOLENCIA,ACCIÓN PENAL PÙBLICA,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=6.3.2.3|paginas=631;632;633|literal_actual=ACCIÓN PENAL PÙBLICA CONTRA LA VIOLENCIA,confirmado,alta,"PDF pp. 631;632;633, cuadro(s) 6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
R075,resueltas_por_tipo_proceso,5.3.2.3;6.3.2.3,ANTICORRUPCIÒN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,encabezado_padre_adherido,correccion_acotada_por_cuadro,tabla=resueltas_por_tipo_proceso|cuadro=5.3.2.3;6.3.2.3|paginas=369;370;631;632;633|literal_actual=ANTICORRUPCIÒN ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE,confirmado,alta,"PDF pp. 369;370;631;632;633, cuadro(s) 5.3.2.3;6.3.2.3: la fila fuente es «ACCIÓN PENAL PÙBLICA A INSTANCIA DE PARTE»; los tokens adicionales o alterados pertenecen al encabezado, grupo o fila adyacente.","Contrato de propuesta; no aplicado al ETL. Después de recuperar el literal, conservar como dimensión distinta de tipo_proceso."
